areaCode,areaName,areaType,date,newCasesByPublishDate,rollingAvg,caseRate
E12000006,East of England,region,2021-07-13,2833,2300.1428571428573,36.88
E92000001,England,nation,2021-07-13,32883,29831.85714285714,53
E10000015,Hertfordshire,utla,2021-07-14,703,595.1428571428571,50.03
E12000006,East of England,region,2021-07-14,3182,2446.8571428571427,39.24
E92000001,England,nation,2021-07-14,37895,31314.571428571428,55.63
E10000015,Hertfordshire,utla,2021-07-15,955,662.5714285714286,55.7
E12000006,East of England,region,2021-07-15,3921,2732.8571428571427,43.82
E92000001,England,nation,2021-07-15,44523,33614.857142857145,59.72
E10000015,Hertfordshire,utla,2021-07-16,876,706,59.35
E12000006,East of England,region,2021-07-16,4186,2973.714285714286,47.69
E92000001,England,nation,2021-07-16,47360,35919,63.81
E10000015,Hertfordshire,utla,2021-07-17,1040,773.7142857142857,65.04
E12000006,East of England,region,2021-07-17,4508,3276.8571428571427,52.55
E92000001,England,nation,2021-07-17,50955,38950.857142857145,69.2
E10000015,Hertfordshire,utla,2021-07-18,893,820.1428571428571,68.95
E12000006,East of England,region,2021-07-18,3829,3524.285714285714,56.51
E92000001,England,nation,2021-07-18,44777,41287.42857142857,73.35
E10000015,Hertfordshire,utla,2021-07-19,476,808.4285714285714,67.96
E12000006,East of England,region,2021-07-19,2249,3529.714285714286,56.6
E92000001,England,nation,2021-07-19,34657,41864.28571428572,74.38
E10000015,Hertfordshire,utla,2021-07-20,1440,911.8571428571429,76.66
E12000006,East of England,region,2021-07-20,5784,3951.285714285714,63.36
E92000001,England,nation,2021-07-20,43261,43346.857142857145,77.01
E10000015,Hertfordshire,utla,2021-07-21,702,911.7142857142857,76.65
E12000006,East of England,region,2021-07-21,3729,4029.4285714285716,64.61
E92000001,England,nation,2021-07-21,39504,43576.71428571428,77.42
E10000015,Hertfordshire,utla,2021-07-22,742,881.2857142857143,74.09
E12000006,East of England,region,2021-07-22,3186,3924.4285714285716,62.93
E92000001,England,nation,2021-07-22,35939,42350.42857142857,75.24
E10000015,Hertfordshire,utla,2021-07-23,738,861.5714285714286,72.43
E12000006,East of England,region,2021-07-23,3081,3766.5714285714284,60.4
E92000001,England,nation,2021-07-23,32792,40269.28571428572,71.54
E10000015,Hertfordshire,utla,2021-07-24,650,805.8571428571429,67.75
E12000006,East of England,region,2021-07-24,2816,3524.8571428571427,56.52
E92000001,England,nation,2021-07-24,28968,37128.28571428572,65.96
E10000015,Hertfordshire,utla,2021-07-25,524,753.1428571428571,63.31
E12000006,East of England,region,2021-07-25,2378,3317.5714285714284,53.2
E92000001,England,nation,2021-07-25,25434,34365,61.05
E10000015,Hertfordshire,utla,2021-07-26,402,742.5714285714286,62.43
E12000006,East of England,region,2021-07-26,2078,3293.1428571428573,52.81
E92000001,England,nation,2021-07-26,22181,32582.714285714286,57.89
E10000015,Hertfordshire,utla,2021-07-27,458,602.2857142857143,50.63
E12000006,East of England,region,2021-07-27,2004,2753.1428571428573,44.15
E92000001,England,nation,2021-07-27,20290,29301.14285714286,52.06
E10000015,Hertfordshire,utla,2021-07-28,501,573.5714285714286,48.22
E12000006,East of England,region,2021-07-28,2276,2545.5714285714284,40.82
E92000001,England,nation,2021-07-28,24367,27138.714285714286,48.21
E10000015,Hertfordshire,utla,2021-07-29,557,547.1428571428571,46
E12000006,East of England,region,2021-07-29,2637,2467.1428571428573,39.56
E92000001,England,nation,2021-07-29,27524,25936.571428571428,46.08
E10000015,Hertfordshire,utla,2021-07-30,449,505.85714285714283,42.53
E12000006,East of England,region,2021-07-30,2462,2378.714285714286,38.14
E92000001,England,nation,2021-07-30,26241,25000.714285714286,44.42
E10000015,Hertfordshire,utla,2021-07-31,438,475.57142857142856,39.98
E12000006,East of England,region,2021-07-31,2074,2272.714285714286,36.44
E92000001,England,nation,2021-07-31,23949,24283.714285714286,43.14
E10000015,Hertfordshire,utla,2021-08-01,441,463.7142857142857,38.98
E12000006,East of England,region,2021-08-01,2084,2230.714285714286,35.77
E92000001,England,nation,2021-08-01,21645,23742.428571428572,42.18
E10000015,Hertfordshire,utla,2021-08-02,431,467.85714285714283,39.33
E12000006,East of England,region,2021-08-02,2060,2228.1428571428573,35.73
E92000001,England,nation,2021-08-02,19175,23313,41.42
E10000015,Hertfordshire,utla,2021-08-03,384,457.2857142857143,38.44
E12000006,East of England,region,2021-08-03,1820,2201.8571428571427,35.31
E92000001,England,nation,2021-08-03,19012,23130.428571428572,41.09
E10000015,Hertfordshire,utla,2021-08-04,573,467.57142857142856,39.31
E12000006,East of England,region,2021-08-04,2678,2259.285714285714,36.23
E92000001,England,nation,2021-08-04,26393,23419.85714285714,41.61
E10000015,Hertfordshire,utla,2021-08-05,619,476.42857142857144,40.05
E12000006,East of England,region,2021-08-05,2572,2250,36.08
E92000001,England,nation,2021-08-05,26512,23275.285714285714,41.35
E10000015,Hertfordshire,utla,2021-08-06,526,487.42857142857144,40.98
E12000006,East of England,region,2021-08-06,2718,2286.5714285714284,36.67
E92000001,England,nation,2021-08-06,28321,23572.428571428572,41.88
E10000015,Hertfordshire,utla,2021-08-07,543,502.42857142857144,42.24
E12000006,East of England,region,2021-08-07,2399,2333,37.41
E92000001,England,nation,2021-08-07,25877,23847.85714285714,42.37
E10000015,Hertfordshire,utla,2021-08-08,458,504.85714285714283,42.44
E12000006,East of England,region,2021-08-08,2167,2344.8571428571427,37.6
E92000001,England,nation,2021-08-08,24196,24212.285714285714,43.02
E10000015,Hertfordshire,utla,2021-08-09,427,504.2857142857143,42.39
E12000006,East of England,region,2021-08-09,2084,2348.285714285714,37.66
E92000001,England,nation,2021-08-09,21915,24603.714285714286,43.71
E10000015,Hertfordshire,utla,2021-08-10,362,501.14285714285717,42.13
E12000006,East of England,region,2021-08-10,1909,2361,37.86
E92000001,England,nation,2021-08-10,20630,24834.85714285714,44.12
E10000015,Hertfordshire,utla,2021-08-11,532,495.2857142857143,41.64
E12000006,East of England,region,2021-08-11,2500,2335.5714285714284,37.45
E92000001,England,nation,2021-08-11,26647,24871.14285714286,44.19
E10000015,Hertfordshire,utla,2021-08-12,636,497.7142857142857,41.84
E12000006,East of England,region,2021-08-12,2861,2376.8571428571427,38.11
E92000001,England,nation,2021-08-12,28093,25097,44.59
E10000015,Hertfordshire,utla,2021-08-13,615,510.42857142857144,42.91
E12000006,East of England,region,2021-08-13,2804,2389.1428571428573,38.31
E92000001,England,nation,2021-08-13,28679,25148.14285714286,44.68
E10000015,Hertfordshire,utla,2021-08-14,543,510.42857142857144,42.91
E12000006,East of England,region,2021-08-14,2402,2389.5714285714284,38.32
E92000001,England,nation,2021-08-14,26700,25265.714285714286,44.89
E10000015,Hertfordshire,utla,2021-08-15,426,505.85714285714283,42.53
E12000006,East of England,region,2021-08-15,2002,2366,37.94
E92000001,England,nation,2021-08-15,22859,25074.714285714286,44.55
E10000015,Hertfordshire,utla,2021-08-16,403,502.42857142857144,42.24
E12000006,East of England,region,2021-08-16,2221,2385.5714285714284,38.25
E92000001,England,nation,2021-08-16,23171,25254.14285714286,44.87
E10000015,Hertfordshire,utla,2021-08-17,483,519.7142857142857,43.69
E12000006,East of England,region,2021-08-17,2267,2436.714285714286,39.07
E92000001,England,nation,2021-08-17,22712,25551.571428571428,45.4
E10000015,Hertfordshire,utla,2021-08-18,505,515.8571428571429,43.37
E12000006,East of England,region,2021-08-18,2496,2436.1428571428573,39.07
E92000001,England,nation,2021-08-18,28648,25837.428571428572,45.9
E10000015,Hertfordshire,utla,2021-08-19,557,504.57142857142856,42.42
E12000006,East of England,region,2021-08-19,2431,2374.714285714286,38.08
E92000001,England,nation,2021-08-19,29762,26075.85714285714,46.33
E10000015,Hertfordshire,utla,2021-08-20,579,499.42857142857144,41.99
E12000006,East of England,region,2021-08-20,2848,2381,38.18
E92000001,England,nation,2021-08-20,29576,26204,46.55
E10000015,Hertfordshire,utla,2021-08-21,573,503.7142857142857,42.35
E12000006,East of England,region,2021-08-21,2583,2406.8571428571427,38.6
E92000001,England,nation,2021-08-21,26982,26244.285714285714,46.63
E10000015,Hertfordshire,utla,2021-08-22,558,522.5714285714286,43.93
E12000006,East of England,region,2021-08-22,2707,2507.5714285714284,40.21
E92000001,England,nation,2021-08-22,25952,26686.14285714286,47.41
E10000015,Hertfordshire,utla,2021-08-23,411,523.7142857142857,44.03
E12000006,East of England,region,2021-08-23,2273,2515,40.33
E92000001,England,nation,2021-08-23,24158,26827.14285714286,47.66
E10000015,Hertfordshire,utla,2021-08-24,426,515.5714285714286,43.34
E12000006,East of England,region,2021-08-24,2064,2486,39.86
E92000001,England,nation,2021-08-24,23474,26936,47.85
E10000015,Hertfordshire,utla,2021-08-25,508,516,43.38
E12000006,East of England,region,2021-08-25,2697,2514.714285714286,40.33
E92000001,England,nation,2021-08-25,27350,26750.571428571428,47.53
E10000015,Hertfordshire,utla,2021-08-26,575,518.5714285714286,43.6
E12000006,East of England,region,2021-08-26,2784,2565.1428571428573,41.13
E92000001,England,nation,2021-08-26,29417,26701.285714285714,47.44
E10000015,Hertfordshire,utla,2021-08-27,485,505.14285714285717,42.47
E12000006,East of England,region,2021-08-27,2596,2529.1428571428573,40.56
E92000001,England,nation,2021-08-27,27545,26411.14285714286,46.92
E10000015,Hertfordshire,utla,2021-08-28,477,491.42857142857144,41.31
E12000006,East of England,region,2021-08-28,2278,2485.5714285714284,39.86
E92000001,England,nation,2021-08-28,25118,26144.85714285714,46.45
E10000015,Hertfordshire,utla,2021-08-29,464,478,40.18
E12000006,East of England,region,2021-08-29,2197,2412.714285714286,38.69
E92000001,England,nation,2021-08-29,22501,25651.85714285714,45.57
E10000015,Hertfordshire,utla,2021-08-30,393,475.42857142857144,39.97
E12000006,East of England,region,2021-08-30,2147,2394.714285714286,38.4
E92000001,England,nation,2021-08-30,21324,25247,44.85
E10000015,Hertfordshire,utla,2021-08-31,415,473.85714285714283,39.84
E12000006,East of England,region,2021-08-31,2048,2392.4285714285716,38.36
E92000001,England,nation,2021-08-31,20967,24888.85714285714,44.22
E10000015,Hertfordshire,utla,2021-09-01,562,481.57142857142856,40.48
E12000006,East of England,region,2021-09-01,2662,2387.4285714285716,38.28
E92000001,England,nation,2021-09-01,24723,24513.571428571428,43.55
E10000015,Hertfordshire,utla,2021-09-02,483,468.42857142857144,39.38
E12000006,East of England,region,2021-09-02,2187,2302.1428571428573,36.92
E92000001,England,nation,2021-09-02,28686,24409.14285714286,43.37
E10000015,Hertfordshire,utla,2021-09-03,775,509.85714285714283,42.86
E12000006,East of England,region,2021-09-03,3597,2445.1428571428573,39.21
E92000001,England,nation,2021-09-03,31726,25006.428571428572,44.43
E10000015,Hertfordshire,utla,2021-09-04,621,530.4285714285714,44.59
E12000006,East of England,region,2021-09-04,2674,2501.714285714286,40.12
E92000001,England,nation,2021-09-04,29614,25648.714285714286,45.57
E10000015,Hertfordshire,utla,2021-09-05,651,557.1428571428571,46.84
E12000006,East of England,region,2021-09-05,3009,2617.714285714286,41.98
E92000001,England,nation,2021-09-05,27022,26294.571428571428,46.72
E10000015,Hertfordshire,utla,2021-09-06,520,575.2857142857143,48.36
E12000006,East of England,region,2021-09-06,2841,2716.8571428571427,43.57
E92000001,England,nation,2021-09-06,27202,27134.285714285714,48.21
E10000015,Hertfordshire,utla,2021-09-07,469,583,49.01
E12000006,East of England,region,2021-09-07,2545,2787.8571428571427,44.71
E92000001,England,nation,2021-09-07,27545,28074,49.88
E10000015,Hertfordshire,utla,2021-09-08,628,592.4285714285714,49.8
E12000006,East of England,region,2021-09-08,2875,2818.285714285714,45.19
E92000001,England,nation,2021-09-08,29286,28725.85714285714,51.03
E10000015,Hertfordshire,utla,2021-09-09,509,596.1428571428571,50.12
E12000006,East of England,region,2021-09-09,2813,2907.714285714286,46.63
E92000001,England,nation,2021-09-09,27049,28492,50.62
E10000015,Hertfordshire,utla,2021-09-10,442,548.5714285714286,46.12
E12000006,East of England,region,2021-09-10,2566,2760.4285714285716,44.27
E92000001,England,nation,2021-09-10,26653,27767.285714285714,49.33
E10000015,Hertfordshire,utla,2021-09-11,446,523.5714285714286,44.02
E12000006,East of England,region,2021-09-11,2329,2711.1428571428573,43.48
E92000001,England,nation,2021-09-11,23825,26940.285714285714,47.86
E10000015,Hertfordshire,utla,2021-09-12,401,487.85714285714283,41.01
E12000006,East of England,region,2021-09-12,1914,2554.714285714286,40.97
E92000001,England,nation,2021-09-12,19913,25924.714285714286,46.06
E10000015,Hertfordshire,utla,2021-09-13,410,472.14285714285717,39.69
E12000006,East of England,region,2021-09-13,2192,2462,39.48
E92000001,England,nation,2021-09-13,21077,25049.714285714286,44.5
E10000015,Hertfordshire,utla,2021-09-14,413,464.14285714285717,39.02
E12000006,East of England,region,2021-09-14,1956,2377.8571428571427,38.13
E92000001,England,nation,2021-09-14,19739,23934.571428571428,42.52
E10000015,Hertfordshire,utla,2021-09-15,396,431,36.23
E12000006,East of England,region,2021-09-15,2274,2292,36.75
E92000001,England,nation,2021-09-15,22078,22904.85714285714,40.69
E10000015,Hertfordshire,utla,2021-09-16,521,432.7142857142857,36.38
E12000006,East of England,region,2021-09-16,2386,2231,35.78
E92000001,England,nation,2021-09-16,22949,22319.14285714286,39.65
E10000015,Hertfordshire,utla,2021-09-17,499,440.85714285714283,37.06
E12000006,East of England,region,2021-09-17,2217,2181.1428571428573,34.98
E92000001,England,nation,2021-09-17,23265,21835.14285714286,38.79
E10000015,Hertfordshire,utla,2021-09-18,482,446,37.49
E12000006,East of England,region,2021-09-18,2295,2176.285714285714,34.9
E92000001,England,nation,2021-09-18,22956,21711,38.57
E10000015,Hertfordshire,utla,2021-09-19,443,452,38
E12000006,East of England,region,2021-09-19,1997,2188.1428571428573,35.09
E92000001,England,nation,2021-09-19,22173,22033.85714285714,39.15
E10000015,Hertfordshire,utla,2021-09-20,651,486.42857142857144,40.89
E12000006,East of England,region,2021-09-20,2995,2302.8571428571427,36.93
E92000001,England,nation,2021-09-20,26905,22866.428571428572,40.62
E10000015,Hertfordshire,utla,2021-09-21,524,502.2857142857143,42.23
E12000006,East of England,region,2021-09-21,2525,2384.1428571428573,38.23
E92000001,England,nation,2021-09-21,24973,23614.14285714286,41.95
E10000015,Hertfordshire,utla,2021-09-22,560,525.7142857142857,44.2
E12000006,East of England,region,2021-09-22,2442,2408.1428571428573,38.62
E92000001,England,nation,2021-09-22,27317,24362.571428571428,43.28
E10000015,Hertfordshire,utla,2021-09-23,632,541.5714285714286,45.53
E12000006,East of England,region,2021-09-23,3205,2525.1428571428573,40.49
E92000001,England,nation,2021-09-23,29045,25233.428571428572,44.83
E10000015,Hertfordshire,utla,2021-09-24,464,536.5714285714286,45.11
E12000006,East of England,region,2021-09-24,2588,2578.1428571428573,41.34
E92000001,England,nation,2021-09-24,28199,25938.285714285714,46.08
E10000015,Hertfordshire,utla,2021-09-25,542,545.1428571428571,45.83
E12000006,East of England,region,2021-09-25,2763,2645,42.41
E92000001,England,nation,2021-09-25,28087,26671.285714285714,47.38
E10000015,Hertfordshire,utla,2021-09-26,469,548.8571428571429,46.14
E12000006,East of England,region,2021-09-26,2655,2739,43.92
E92000001,England,nation,2021-09-26,25538,27152,48.24
E10000015,Hertfordshire,utla,2021-09-27,758,564.1428571428571,47.43
E12000006,East of England,region,2021-09-27,3438,2802.285714285714,44.94
E92000001,England,nation,2021-09-27,29329,27498.285714285714,48.85
E10000015,Hertfordshire,utla,2021-09-28,601,575.1428571428571,48.35
E12000006,East of England,region,2021-09-28,3389,2925.714285714286,46.92
E92000001,England,nation,2021-09-28,28808,28046.14285714286,49.83
E10000015,Hertfordshire,utla,2021-09-29,697,594.7142857142857,50
E12000006,East of England,region,2021-09-29,3009,3006.714285714286,48.21
E92000001,England,nation,2021-09-29,29036,28291.714285714286,50.26
E10000015,Hertfordshire,utla,2021-09-30,699,604.2857142857143,50.8
E12000006,East of England,region,2021-09-30,3410,3036,48.68
E92000001,England,nation,2021-09-30,29826,28403.285714285714,50.46
E10000015,Hertfordshire,utla,2021-10-01,518,612,51.45
E12000006,East of England,region,2021-10-01,2822,3069.4285714285716,49.22
E92000001,England,nation,2021-10-01,28836,28494.285714285714,50.62
E10000015,Hertfordshire,utla,2021-10-02,515,608.1428571428571,51.13
E12000006,East of England,region,2021-10-02,2632,3050.714285714286,48.92
E92000001,England,nation,2021-10-02,26794,28309.571428571428,50.3
E10000015,Hertfordshire,utla,2021-10-03,568,622.2857142857143,52.31
E12000006,East of England,region,2021-10-03,2573,3039,48.73
E92000001,England,nation,2021-10-03,25176,28257.85714285714,50.2
E10000015,Hertfordshire,utla,2021-10-04,634,604.5714285714286,50.82
E12000006,East of England,region,2021-10-04,3224,3008.4285714285716,48.24
E92000001,England,nation,2021-10-04,28251,28103.85714285714,49.93
E10000015,Hertfordshire,utla,2021-10-05,761,627.4285714285714,52.75
E12000006,East of England,region,2021-10-05,3229,2985.5714285714284,47.88
E92000001,England,nation,2021-10-05,28846,28109.285714285714,49.94
E10000015,Hertfordshire,utla,2021-10-06,798,641.8571428571429,53.96
E12000006,East of England,region,2021-10-06,3636,3075.1428571428573,49.31
E92000001,England,nation,2021-10-06,33450,28739.85714285714,51.06
E10000015,Hertfordshire,utla,2021-10-07,700,642,53.97
E12000006,East of England,region,2021-10-07,3958,3153.4285714285716,50.57
E92000001,England,nation,2021-10-07,33305,29236.85714285714,51.94
E10000015,Hertfordshire,utla,2021-10-08,780,679.4285714285714,57.12
E12000006,East of England,region,2021-10-08,3633,3269.285714285714,52.43
E92000001,England,nation,2021-10-08,32157,29711.285714285714,52.79
E10000015,Hertfordshire,utla,2021-10-09,668,701.2857142857143,58.96
E12000006,East of England,region,2021-10-09,3537,3398.5714285714284,54.5
E92000001,England,nation,2021-10-09,31259,30349.14285714286,53.92
E10000015,Hertfordshire,utla,2021-10-10,701,720.2857142857143,60.55
E12000006,East of England,region,2021-10-10,3543,3537.1428571428573,56.72
E92000001,England,nation,2021-10-10,31096,31194.85714285714,55.42
E10000015,Hertfordshire,utla,2021-10-11,707,730.7142857142857,61.43
E12000006,East of England,region,2021-10-11,4097,3661.8571428571427,58.72
E92000001,England,nation,2021-10-11,32349,31780.285714285714,56.46
E10000015,Hertfordshire,utla,2021-10-12,781,733.5714285714286,61.67
E12000006,East of England,region,2021-10-12,3878,3754.5714285714284,60.21
E92000001,England,nation,2021-10-12,33287,32414.714285714286,57.59
E10000015,Hertfordshire,utla,2021-10-13,700,719.5714285714286,60.49
E12000006,East of England,region,2021-10-13,4161,3829.5714285714284,61.41
E92000001,England,nation,2021-10-13,36458,32844.42857142857,58.35
E10000015,Hertfordshire,utla,2021-10-14,711,721.1428571428571,60.62
E12000006,East of England,region,2021-10-14,4385,3890.5714285714284,62.39
E92000001,England,nation,2021-10-14,38488,33584.857142857145,59.67
E10000015,Hertfordshire,utla,2021-10-15,688,708,59.52
E12000006,East of England,region,2021-10-15,4068,3952.714285714286,63.38
E92000001,England,nation,2021-10-15,37691,34375.42857142857,61.07
E10000015,Hertfordshire,utla,2021-10-16,935,746.1428571428571,62.73
E12000006,East of England,region,2021-10-16,4677,4115.571428571428,66
E92000001,England,nation,2021-10-16,39624,35570.42857142857,63.19
E10000015,Hertfordshire,utla,2021-10-17,759,754.4285714285714,63.42
E12000006,East of England,region,2021-10-17,4110,4196.571428571428,67.3
E92000001,England,nation,2021-10-17,38543,36634.28571428572,65.08
E10000015,Hertfordshire,utla,2021-10-18,935,787,66.16
E12000006,East of England,region,2021-10-18,4936,4316.428571428572,69.22
E92000001,England,nation,2021-10-18,39473,37652,66.89
E10000015,Hertfordshire,utla,2021-10-19,834,794.5714285714286,66.8
E12000006,East of England,region,2021-10-19,4330,4381,70.25
E92000001,England,nation,2021-10-19,36712,38141.28571428572,67.76
E10000015,Hertfordshire,utla,2021-10-20,1012,839.1428571428571,70.54
E12000006,East of England,region,2021-10-20,4752,4465.428571428572,71.61
E92000001,England,nation,2021-10-20,41498,38861.28571428572,69.04
E10000015,Hertfordshire,utla,2021-10-21,1075,891.1428571428571,74.92
E12000006,East of England,region,2021-10-21,5592,4637.857142857143,74.37
E92000001,England,nation,2021-10-21,44363,39700.57142857143,70.53
